name,manufacturer,year,age,mileage,engine,transmission,price
Mazda MX5,Mazda,2007,14,63131,Petrol,Manual,7499
Jaguar XF,Jaguar,2010,11,61890,Petrol,Automatic,7775
Audi A6,Audi,2012,9,129170,Diesel,Automatic,6950
Nissan Qashqai,Nissan,2013,8,44900,Petrol,Automatic,7790
MINI Mini,Mini,2017,4,32012,Petrol,Manual,15999
Mercedes B Class,Mercedes-Benz,2015,6,33050,Diesel,Automatic,10995
Volkswagen Touran,Volkswagen,2011,10,62000,Diesel,Manual,7250
Vauxhall ADAM,Vauxhall,2014,7,44000,Petrol,Manual,5990
Toyota Prius,Toyota,2013,8,172000,Hybrid,Automatic,6290
Skoda Roomster,Skoda,2012,9,74000,Diesel,Manual,4450
MINI Mini,Mini,2011,10,79370,Diesel,Manual,4499
Ford Mustang,Ford,2021,0,82000,Petrol,Manual,16995
Ford Fiesta,Ford,2009,12,76000,Petrol,Manual,3295
Chevrolet Captiva,Chevrolet,2010,11,102000,Diesel,Automatic,3995
BMW X1,BMW,2010,11,108119,Diesel,Automatic,5990
BMW X5,BMW,2006,15,89700,Petrol,Automatic,8995
Audi Q5,Audi,2009,12,139000,Diesel,Semiautomatic,6000
Audi A5,Audi,2013,8,59403,Diesel,Automatic,10390
Toyota Yaris,Toyota,2010,11,69492,Petrol,Manual,3000
Toyota Auris,Toyota,2010,11,67250,Hybrid,Automatic,6790
Suzuki Grand Vitara,Suzuki,2007,14,43566,Petrol,Manual,4495
Renault Trafic,Renault,2017,4,154000,Diesel,Manual,7990
Nissan Qashqai,Nissan,2015,6,63900,Petrol,Manual,9490
Mercedes C Class,Mercedes-Benz,2019,2,25000,Petrol,Automatic,25000
Jaguar XF,Jaguar,2010,11,84000,Diesel,Automatic,7000
BMW Z4,BMW,2012,9,63000,Petrol,Automatic,13990
Audi Q3,Audi,2012,9,75687,Diesel,Semiautomatic,11995
Audi A1,Audi,2013,8,65616,Diesel,Manual,6890
Audi A3,Audi,2015,6,98600,Diesel,Manual,7750
Volkswagen Passat,Volkswagen,2009,12,53296,Petrol,Semiautomatic,4995
Peugeot Partner,Peugeot,2013,8,77000,Diesel,Manual,5895
Mercedes S Class,Mercedes-Benz,2016,5,35674,Diesel,Automatic,26990
Mercedes C Class,Mercedes-Benz,2016,5,51010,Diesel,Automatic,22990
Mercedes C Class,Mercedes-Benz,2015,6,58678,Diesel,Automatic,17990
Ford Kuga,Ford,2018,3,41500,Diesel,Manual,15995
Citroen DS3,Citroen,2013,8,77725,Petrol,Automatic,4525
Volvo V70,Volvo,2014,7,123700,Diesel,Manual,8395
Vauxhall Corsa,Vauxhall,2011,10,57294,Petrol,Manual,3195
Vauxhall Astra,Vauxhall,2014,7,73000,Petrol,Manual,4395
Renault Clio,Renault,2014,7,84238,Diesel,Manual,4595
Citroen C4 Picasso,Citroen,2016,5,34000,Petrol,Manual,11995
BMW 3 SERIES,BMW,2011,10,103000,Diesel,Automatic,4000
Vauxhall Corsa,Vauxhall,2013,8,71000,Petrol,Manual,3999
Citroen C4 Picasso,Citroen,2018,3,38368,Diesel,Manual,11490
Vauxhall Corsa,Vauxhall,2012,9,89986,Petrol,Manual,3299
Renault Megane,Renault,2011,10,86000,Diesel,Semiautomatic,3200
Mazda 6,Mazda,2015,6,104100,Diesel,Automatic,6295
Ford Mondeo,Ford,2011,10,93843,Diesel,Automatic,5499
Ford Focus,Ford,2012,9,57343,Petrol,Manual,4999
Vauxhall Zafira,Vauxhall,2013,8,73000,Diesel,Automatic,5995
Mercedes M Class,Mercedes-Benz,2013,8,90009,Diesel,Automatic,3650
Fiat 500,Fiat,2013,8,32881,Petrol,Manual,4950
Citroen Nemo,Citroen,2015,6,77043,Diesel,Manual,5499
Audi Q3,Audi,2013,8,102500,Petrol,Semiautomatic,11800
Audi A7,Audi,2013,8,57266,Diesel,Automatic,16850
DS DS 3,DS,2019,2,20875,Petrol,Semiautomatic,11995
DS DS 3,DS,2020,1,3302,Petrol,Semiautomatic,19990
Dacia Duster,Dacia,2018,3,12002,Petrol,Manual,12995
Dacia Duster,Dacia,2019,2,12137,Petrol,Manual,13799
Dacia Duster,Dacia,2019,2,14000,Petrol,Manual,9595
Dacia Duster,Dacia,2017,4,25346,Diesel,Manual,10750
Dacia Duster,Dacia,2018,3,35071,Petrol,Manual,9750
Dacia Sandero,Dacia,2018,3,15000,Petrol,Manual,7996
Dacia Sandero,Dacia,2017,4,22632,Diesel,Manual,6730
Dacia Sandero,Dacia,2019,2,5800,Petrol,Manual,8495
Dacia Sandero,Dacia,2016,5,26465,Petrol,Manual,6195
Abarth 124 Spider,Abarth,2017,4,13386,Petrol,Manual,20600
Abarth 595,Abarth,2019,2,15336,Petrol,Manual,12995
Abarth 695,Abarth,2018,3,20850,Petrol,Manual,17995
Volvo XC40,Volvo,2019,2,21651,Petrol,Manual,26490
Volvo V90,Volvo,2017,4,25750,Diesel,Semiautomatic,28990
Volvo XC60,Volvo,2015,6,43100,Diesel,Semiautomatic,19500
Volvo XC60,Volvo,2014,7,51028,Diesel,Semiautomatic,18470
Volvo V40,Volvo,2015,6,51554,Diesel,Semiautomatic,10000
Volvo V40,Volvo,2015,6,47076,Diesel,Semiautomatic,11990
Volvo V40,Volvo,2014,7,49910,Diesel,Manual,8995
Volvo V40,Volvo,2015,6,33135,Diesel,Manual,10399
Volvo V40,Volvo,2018,3,8172,Petrol,Semiautomatic,19790
Volvo V40,Volvo,2019,2,10591,Petrol,Semiautomatic,20490
Volvo S60,Volvo,2015,6,60000,Diesel,Manual,9095
Volkswagen Arteon,Volkswagen,2020,1,2918,Diesel,Semiautomatic,29990
Volkswagen Up,Volkswagen,2018,3,900,Petrol,Manual,14990
Volkswagen Tiguan,Volkswagen,2019,2,6000,Petrol,Manual,23995
Volkswagen Tiguan,Volkswagen,2018,3,36620,Diesel,Manual,24990
Volkswagen Tiguan Allspace,Volkswagen,2019,2,11114,Diesel,Semiautomatic,25990
Volkswagen Tiguan,Volkswagen,2021,0,2738,Petrol,Manual,25490
Volkswagen Tiguan,Volkswagen,2020,1,2747,Petrol,Semiautomatic,28859
Volkswagen Tiguan,Volkswagen,2016,5,12920,Diesel,Semiautomatic,22995
Volkswagen Tiguan,Volkswagen,2018,3,24945,Diesel,Semiautomatic,29990
Volkswagen Transporter,Volkswagen,2020,1,10238,Diesel,Manual,26990
Volkswagen Transporter,Volkswagen,2020,1,24480,Diesel,Manual,26500
Volkswagen Transporter,Volkswagen,2020,1,6245,Diesel,Manual,29990
Volkswagen Touran,Volkswagen,2020,1,8458,Diesel,Semiautomatic,24690
Volkswagen Touran,Volkswagen,2020,1,5336,Petrol,Manual,23990
Volkswagen Touran,Volkswagen,2020,1,16896,Diesel,Semiautomatic,23690
Volkswagen Touran,Volkswagen,2020,1,5544,Petrol,Manual,23990
Volkswagen Touran,Volkswagen,2020,1,8363,Diesel,Manual,24490
Volkswagen Touran,Volkswagen,2020,1,7026,Petrol,Semiautomatic,24990
Volkswagen Touran,Volkswagen,2020,1,11007,Petrol,Manual,23990
Volkswagen Touran,Volkswagen,2020,1,12233,Petrol,Semiautomatic,24990
Volkswagen Polo,Volkswagen,2017,4,27000,Petrol,Manual,10000
Volkswagen Polo,Volkswagen,2019,2,21492,Petrol,Manual,12490
Volkswagen Polo,Volkswagen,2019,2,12862,Petrol,Manual,12995
Volkswagen Polo,Volkswagen,2019,2,9534,Petrol,Manual,14000
Volkswagen Polo,Volkswagen,2016,5,27388,Petrol,Manual,9495
Volkswagen Polo,Volkswagen,2015,6,23516,Petrol,Manual,9795
Volkswagen Polo,Volkswagen,2014,7,24000,Petrol,Manual,7980
Volkswagen Polo,Volkswagen,2018,3,19064,Petrol,Manual,14495
Volkswagen Polo,Volkswagen,2018,3,11647,Petrol,Semiautomatic,15995
Volkswagen Polo,Volkswagen,2018,3,15112,Petrol,Manual,13990
Volkswagen Polo,Volkswagen,2016,5,21084,Petrol,Manual,9990
Volkswagen Polo,Volkswagen,2020,1,13793,Petrol,Manual,15190
Volkswagen Polo,Volkswagen,2018,3,12574,Petrol,Semiautomatic,20790
Volkswagen Passat,Volkswagen,2016,5,49280,Diesel,Manual,16000
Volkswagen Golf,Volkswagen,2020,1,1675,Diesel,Semiautomatic,25280
Volkswagen Golf,Volkswagen,2020,1,4485,Diesel,Semiautomatic,23790
Volkswagen Golf,Volkswagen,2020,1,15096,Diesel,Manual,20990
Volkswagen Golf,Volkswagen,2018,3,24105,Diesel,Manual,13995
Volkswagen Golf,Volkswagen,2020,1,2222,Diesel,Semiautomatic,23980
Volkswagen Golf,Volkswagen,2020,1,12716,Diesel,Semiautomatic,24980
Volkswagen Golf,Volkswagen,2020,1,1823,Diesel,Semiautomatic,23990
Volkswagen Golf,Volkswagen,2015,6,59025,Diesel,Semiautomatic,9499
Volkswagen Golf,Volkswagen,2020,1,7905,Diesel,Semiautomatic,23290
Volkswagen Golf,Volkswagen,2018,3,32100,Petrol,Manual,19000
Volkswagen Golf,Volkswagen,2019,2,22996,Petrol,Manual,17995
Volkswagen Golf,Volkswagen,2018,3,26000,Petrol,Manual,14999
Volkswagen Golf,Volkswagen,2018,3,32000,Petrol,Manual,14499
Volkswagen Golf,Volkswagen,2021,0,1341,Hybrid,Semiautomatic,25490
Volkswagen Golf,Volkswagen,2020,1,1303,Petrol,Manual,22990
Volkswagen Golf,Volkswagen,2020,1,2570,Petrol,Manual,22690
Volkswagen Golf,Volkswagen,2020,1,6277,Petrol,Manual,22490
Volkswagen Golf,Volkswagen,2020,1,2842,Petrol,Manual,22690
Volkswagen Golf,Volkswagen,2020,1,3798,Petrol,Manual,22590
Volkswagen Golf,Volkswagen,2020,1,9209,Petrol,Manual,19990
Volkswagen Golf,Volkswagen,2020,1,7882,Petrol,Semiautomatic,22290
Volkswagen Golf,Volkswagen,2020,1,12315,Petrol,Semiautomatic,21990
Volkswagen Golf,Volkswagen,2020,1,13918,Petrol,Semiautomatic,21390
Volkswagen Golf,Volkswagen,2020,1,10307,Petrol,Semiautomatic,21990
Volkswagen Golf,Volkswagen,2020,1,9754,Petrol,Semiautomatic,21990
Volkswagen Golf,Volkswagen,2020,1,11676,Petrol,Semiautomatic,21990
Volkswagen Golf,Volkswagen,2020,1,14130,Petrol,Manual,20390
Volkswagen Golf,Volkswagen,2020,1,5342,Petrol,Semiautomatic,21290
Volkswagen Golf,Volkswagen,2020,1,8129,Petrol,Manual,20990
Volkswagen Golf,Volkswagen,2021,0,2301,Petrol,Manual,20990
Volkswagen Golf,Volkswagen,2020,1,2745,Petrol,Manual,22690
Volkswagen Golf,Volkswagen,2020,1,1391,Petrol,Manual,22990
Volkswagen Golf,Volkswagen,2020,1,1956,Petrol,Manual,22990
Volkswagen Golf,Volkswagen,2020,1,4938,Petrol,Manual,22590
Volkswagen Golf,Volkswagen,2020,1,3301,Petrol,Manual,22590
Volkswagen Golf,Volkswagen,2020,1,10159,Petrol,Semiautomatic,21990
Volkswagen Golf,Volkswagen,2020,1,11824,Petrol,Semiautomatic,21990
Volkswagen Golf,Volkswagen,2020,1,16473,Petrol,Semiautomatic,21290
Volkswagen Golf,Volkswagen,2020,1,7467,Petrol,Semiautomatic,22290
Volkswagen Golf,Volkswagen,2020,1,9424,Petrol,Semiautomatic,22190
Volkswagen Golf,Volkswagen,2020,1,13270,Petrol,Manual,19890
Volkswagen Golf,Volkswagen,2020,1,2963,Petrol,Manual,22690
Volkswagen Golf,Volkswagen,2020,1,1359,Petrol,Manual,22990
Volkswagen Golf,Volkswagen,2020,1,4526,Petrol,Manual,22590
Volkswagen Golf,Volkswagen,2020,1,2677,Petrol,Manual,22690
Volkswagen Golf,Volkswagen,2020,1,4366,Petrol,Manual,20790
Volkswagen Golf,Volkswagen,2020,1,12459,Petrol,Semiautomatic,21990
Volkswagen Golf,Volkswagen,2020,1,9779,Petrol,Semiautomatic,21990
Volkswagen Golf,Volkswagen,2020,1,10458,Petrol,Semiautomatic,21990
Volkswagen Golf,Volkswagen,2020,1,4898,Petrol,Manual,22170
Volkswagen Golf,Volkswagen,2018,3,37146,Petrol,Semiautomatic,27168
Volkswagen Golf SV,Volkswagen,2018,3,18820,Petrol,Semiautomatic,16690
Volkswagen Golf,Volkswagen,2020,1,1183,Petrol,Manual,22990
Volkswagen Golf,Volkswagen,2020,1,3577,Petrol,Manual,22590
Volkswagen Golf,Volkswagen,2020,1,5174,Petrol,Manual,22590
Volkswagen Golf,Volkswagen,2020,1,2760,Petrol,Manual,22690
Volkswagen Golf,Volkswagen,2020,1,2507,Petrol,Manual,22690
Volkswagen Golf,Volkswagen,2020,1,10276,Petrol,Semiautomatic,21990
Volkswagen Golf,Volkswagen,2020,1,15904,Petrol,Semiautomatic,21390
Volkswagen Golf,Volkswagen,2020,1,7513,Petrol,Semiautomatic,22290
Volkswagen Golf,Volkswagen,2020,1,9513,Petrol,Semiautomatic,22190
Volkswagen Golf,Volkswagen,2020,1,11905,Petrol,Semiautomatic,21990
Volkswagen Golf,Volkswagen,2020,1,4826,Petrol,Manual,22590
Volkswagen Golf,Volkswagen,2020,1,2694,Petrol,Manual,22690
Volkswagen Golf,Volkswagen,2020,1,3052,Petrol,Manual,22590
Volkswagen Golf,Volkswagen,2020,1,994,Petrol,Manual,22990
Volkswagen Golf,Volkswagen,2020,1,5705,Petrol,Semiautomatic,22490
Volkswagen Golf,Volkswagen,2020,1,12776,Petrol,Semiautomatic,21990
Volkswagen Golf,Volkswagen,2020,1,10835,Petrol,Semiautomatic,21990
Volkswagen Golf,Volkswagen,2020,1,10167,Petrol,Semiautomatic,21990
Volkswagen Caddy,Volkswagen,2018,3,44820,Petrol,Manual,15995
Volkswagen Caddy,Volkswagen,2014,7,53909,Diesel,Manual,11995
Vauxhall Grandland X,Vauxhall,2019,2,5316,Petrol,Manual,20593
Vauxhall Grandland X,Vauxhall,2018,3,19357,Petrol,Automatic,17995
Vauxhall Crossland X,Vauxhall,2019,2,19020,Petrol,Manual,12095
Vauxhall Crossland X,Vauxhall,2018,3,17146,Petrol,Manual,11995
Vauxhall Crossland X,Vauxhall,2018,3,15000,Diesel,Manual,11448
Vauxhall Crossland X,Vauxhall,2018,3,7077,Petrol,Manual,12000
Vauxhall Viva,Vauxhall,2017,4,23858,Petrol,Manual,6495
Vauxhall Adam,Vauxhall,2015,6,49000,Petrol,Manual,5995
Vauxhall Adam,Vauxhall,2015,6,43502,Petrol,Manual,8295
Vauxhall Mokka,Vauxhall,2016,5,44708,Petrol,Manual,8295
Vauxhall Mokka X,Vauxhall,2018,3,41500,Petrol,Semiautomatic,12995
Vauxhall Mokka X,Vauxhall,2017,4,47906,Diesel,Manual,10695
Vauxhall Mokka X,Vauxhall,2018,3,24000,Petrol,Manual,13495
Vauxhall Mokka X,Vauxhall,2017,4,35429,Petrol,Semiautomatic,12995
Vauxhall Mokka X,Vauxhall,2017,4,12526,Petrol,Manual,12490
Vauxhall Mokka,Vauxhall,2015,6,62716,Petrol,Automatic,8390
Vauxhall Insignia,Vauxhall,2016,5,54139,Diesel,Automatic,10295
Vauxhall Insignia,Vauxhall,2016,5,45000,Diesel,Manual,8695
Vauxhall Zafira,Vauxhall,2014,7,54998,Diesel,Manual,7495
Vauxhall Vivaro,Vauxhall,2021,0,10,Diesel,Manual,20966
Vauxhall Vivaro,Vauxhall,2018,3,25964,Diesel,Manual,11980
Vauxhall Meriva,Vauxhall,2017,4,38408,Petrol,Manual,6995
Vauxhall Meriva,Vauxhall,2017,4,21722,Petrol,Manual,7795
Vauxhall Meriva,Vauxhall,2015,6,36311,Petrol,Manual,6295
Vauxhall Corsa,Vauxhall,2015,6,27372,Petrol,Automatic,8590
Vauxhall Corsa,Vauxhall,2020,1,9595,Petrol,Manual,12795
Vauxhall Corsa,Vauxhall,2016,5,21000,Petrol,Manual,11160
Vauxhall Corsa,Vauxhall,2016,5,59468,Petrol,Manual,6495
Vauxhall Corsa,Vauxhall,2016,5,45000,Petrol,Manual,7495
Vauxhall Corsa,Vauxhall,2018,3,36750,Petrol,Manual,7300
Vauxhall Corsa,Vauxhall,2014,7,71780,Petrol,Manual,4291
Vauxhall Corsa,Vauxhall,2019,2,13922,Petrol,Manual,10495
Vauxhall Corsa,Vauxhall,2018,3,44000,Petrol,Manual,7995
Vauxhall Corsa,Vauxhall,2017,4,18825,Petrol,Manual,9295
Vauxhall Corsa,Vauxhall,2020,1,2305,Petrol,Manual,13195
Vauxhall Astra,Vauxhall,2016,5,26675,Diesel,Manual,10195
Vauxhall Astra,Vauxhall,2016,5,21250,Petrol,Semiautomatic,11995
Vauxhall Astra,Vauxhall,2017,4,37650,Petrol,Semiautomatic,10795
Vauxhall Astra,Vauxhall,2016,5,52850,Petrol,Manual,8495
Vauxhall Astra,Vauxhall,2017,4,11981,Petrol,Manual,10495
Vauxhall Astra,Vauxhall,2014,7,41079,Petrol,Manual,6295
Vauxhall Astra,Vauxhall,2019,2,31906,Petrol,Manual,13995
Toyota C HR,Toyota,2017,4,21480,Hybrid,Automatic,21096
Toyota C HR,Toyota,2020,1,2476,Hybrid,Automatic,25995
Toyota C HR,Toyota,2020,1,3113,Hybrid,Automatic,27000
Toyota C HR,Toyota,2019,2,16699,Hybrid,Automatic,25000
Toyota C HR,Toyota,2018,3,50459,Hybrid,Automatic,19995
Toyota C HR,Toyota,2019,2,14147,Hybrid,Automatic,23300
Toyota C HR,Toyota,2018,3,22989,Hybrid,Automatic,22495
Toyota C HR,Toyota,2018,3,15483,Hybrid,Automatic,20500
Toyota Yaris,Toyota,2018,3,11784,Hybrid,Automatic,13795
Toyota Yaris,Toyota,2017,4,16555,Hybrid,Automatic,13288
Toyota Yaris,Toyota,2015,6,44170,Hybrid,Automatic,9164
Toyota Yaris,Toyota,2019,2,12336,Petrol,Manual,10995
Toyota Yaris,Toyota,2018,3,23448,Hybrid,Automatic,13750
Toyota Yaris,Toyota,2017,4,17500,Petrol,Manual,17750
Toyota Rav4,Toyota,2017,4,32904,Hybrid,Automatic,22100
Toyota Corolla,Toyota,2020,1,5369,Hybrid,Automatic,26480
Toyota Corolla,Toyota,2020,1,13857,Hybrid,Automatic,22995
Toyota Corolla,Toyota,2020,1,5362,Hybrid,Automatic,26244
Toyota Corolla,Toyota,2019,2,10607,Hybrid,Automatic,27850
Toyota Corolla,Toyota,2020,1,9585,Hybrid,Automatic,25495
Toyota Aygo,Toyota,2019,2,13454,Petrol,Manual,8395
Toyota Aygo,Toyota,2018,3,15664,Petrol,Manual,9450
Toyota Aygo,Toyota,2018,3,17046,Petrol,Manual,9500
Toyota Aygo,Toyota,2017,4,39837,Petrol,Semiautomatic,9495
Toyota Auris,Toyota,2014,7,52000,Petrol,Semiautomatic,7595
Toyota Auris,Toyota,2018,3,32900,Hybrid,Automatic,14995
Toyota Auris,Toyota,2015,6,40256,Petrol,Manual,8500
Suzuki Swift,Suzuki,2015,6,34000,Petrol,Manual,5699
Suzuki Swift,Suzuki,2018,3,27262,Hybrid,Manual,9990
Suzuki Ignis,Suzuki,2017,4,13486,Petrol,Semiautomatic,10295
Suzuki Ignis,Suzuki,2018,3,10293,Petrol,Manual,9990
Suzuki Baleno,Suzuki,2018,3,36687,Petrol,Manual,7489
Suzuki Baleno,Suzuki,2017,4,14400,Petrol,Manual,7995
Smart Forfour,Smart,2016,5,25000,Petrol,Automatic,9000
Skoda Kamiq,Skoda,2021,0,1393,Petrol,Semiautomatic,24099
Skoda Scala,Skoda,2020,1,11096,Petrol,Manual,14490
Skoda Scala,Skoda,2020,1,820,Petrol,Semiautomatic,21995
Skoda Karoq,Skoda,2020,1,6953,Petrol,Automatic,25690
Skoda Karoq,Skoda,2020,1,5556,Petrol,Automatic,27990
Skoda Karoq,Skoda,2018,3,37164,Petrol,Manual,20290
Skoda Karoq,Skoda,2018,3,24963,Petrol,Automatic,24290
Skoda Karoq,Skoda,2018,3,36682,Petrol,Manual,17490
Skoda Karoq,Skoda,2018,3,19773,Petrol,Manual,18490
Skoda Karoq,Skoda,2020,1,2500,Petrol,Automatic,27500
Skoda Karoq,Skoda,2018,3,26624,Diesel,Automatic,22577
Skoda Karoq,Skoda,2018,3,16319,Diesel,Automatic,19300
Skoda Karoq,Skoda,2021,0,1063,Petrol,Automatic,28990
Skoda Karoq,Skoda,2021,0,4048,Petrol,Automatic,28490
Skoda Karoq,Skoda,2020,1,20,Diesel,Manual,22000
Skoda Karoq,Skoda,2020,1,16,Petrol,Manual,21395
Skoda Karoq,Skoda,2019,2,13000,Petrol,Automatic,27995
Skoda Karoq,Skoda,2021,0,1410,Petrol,Automatic,26995
Skoda Karoq,Skoda,2018,3,13740,Petrol,Automatic,18990
Skoda Kodiaq,Skoda,2020,1,9024,Diesel,Automatic,28990
Skoda Kodiaq,Skoda,2017,4,16980,Petrol,Automatic,21990
Skoda Kodiaq,Skoda,2020,1,4989,Petrol,Manual,27995
Skoda Kodiaq,Skoda,2019,2,15217,Diesel,Automatic,27495
Skoda Kodiaq,Skoda,2017,4,42300,Diesel,Manual,21995
Skoda Rapid Spaceback,Skoda,2017,4,44418,Petrol,Manual,9995
Skoda Rapid Spaceback,Skoda,2018,3,15243,Petrol,Manual,10350
Skoda Citigo,Skoda,2017,4,15744,Petrol,Manual,7500
Skoda Citigo,Skoda,2016,5,31000,Petrol,Manual,5490
Skoda Citigo,Skoda,2014,7,30943,Petrol,Manual,5795
Skoda Yeti,Skoda,2015,6,45134,Diesel,Manual,12990
Skoda Yeti Outdoor,Skoda,2015,6,38345,Diesel,Manual,13650
Skoda Yeti Outdoor,Skoda,2017,4,24000,Diesel,Manual,15995
Skoda Yeti Outdoor,Skoda,2016,5,62278,Diesel,Manual,10490
Skoda Superb,Skoda,2018,3,41841,Petrol,Semiautomatic,19990
Skoda Superb,Skoda,2020,1,14,Petrol,Semiautomatic,27490
Skoda Superb,Skoda,2021,0,6520,Diesel,Semiautomatic,29200
Skoda Superb,Skoda,2020,1,5080,Petrol,Semiautomatic,26590
Skoda Superb,Skoda,2020,1,12968,Petrol,Semiautomatic,25490
Skoda Superb,Skoda,2020,1,7881,Petrol,Manual,24490
Skoda Octavia,Skoda,2020,1,7053,Diesel,Manual,19290
Skoda Octavia,Skoda,2020,1,9135,Petrol,Manual,19790
Skoda Octavia,Skoda,2020,1,6082,Petrol,Manual,19990
Skoda Octavia,Skoda,2020,1,10249,Petrol,Manual,16990
Skoda Octavia,Skoda,2016,5,32250,Petrol,Semiautomatic,11990
Skoda Octavia,Skoda,2014,7,79584,Petrol,Manual,6300
Skoda Octavia,Skoda,2020,1,7583,Diesel,Manual,18750
Skoda Octavia,Skoda,2020,1,7838,Diesel,Manual,18732
Skoda Octavia,Skoda,2020,1,8276,Petrol,Manual,19738
Skoda Octavia,Skoda,2020,1,15147,Petrol,Semiautomatic,18485
Skoda Octavia,Skoda,2020,1,3533,Petrol,Semiautomatic,17701
Skoda Octavia,Skoda,2020,1,8281,Petrol,Semiautomatic,17580
Skoda Octavia,Skoda,2020,1,3970,Petrol,Manual,17508
Skoda Octavia,Skoda,2020,1,7110,Diesel,Manual,19290
Skoda Octavia,Skoda,2020,1,13394,Petrol,Manual,18990
Skoda Octavia,Skoda,2020,1,17,Petrol,Manual,20990
Skoda Octavia,Skoda,2020,1,4307,Petrol,Manual,24990
Skoda Octavia,Skoda,2020,1,1707,Diesel,Manual,19690
Skoda Octavia,Skoda,2015,6,31557,Diesel,Manual,17290
Skoda Fabia,Skoda,2018,3,28320,Petrol,Manual,9990
Skoda Fabia,Skoda,2015,6,33000,Petrol,Manual,8990
Skoda Fabia,Skoda,2016,5,33722,Petrol,Manual,7995
Skoda Fabia,Skoda,2018,3,28013,Petrol,Manual,9650
Skoda Fabia,Skoda,2018,3,21894,Petrol,Manual,10451
Skoda Fabia,Skoda,2019,2,11389,Petrol,Manual,9299
Skoda Fabia,Skoda,2018,3,13989,Petrol,Semiautomatic,11749
Skoda Fabia,Skoda,2014,7,9300,Petrol,Manual,7995
Skoda Fabia,Skoda,2018,3,17295,Petrol,Manual,10690
SEAT Tarraco,Seat,2021,0,990,Diesel,Automatic,28990
SEAT Arona,Seat,2018,3,18651,Petrol,Manual,14495
SEAT Arona,Seat,2021,0,987,Petrol,Semiautomatic,20290
SEAT Arona,Seat,2018,3,41257,Diesel,Manual,14990
SEAT Arona,Seat,2018,3,11346,Petrol,Semiautomatic,17690
SEAT Arona,Seat,2019,2,11821,Diesel,Manual,15000
SEAT Arona,Seat,2018,3,22006,Petrol,Manual,13000
SEAT Ateca,Seat,2019,2,12249,Petrol,Manual,21495
SEAT Ateca,Seat,2018,3,28483,Petrol,Semiautomatic,18995
SEAT Ateca,Seat,2020,1,3133,Petrol,Semiautomatic,28495
SEAT Ateca,Seat,2020,1,2270,Petrol,Manual,22495
SEAT Ateca,Seat,2019,2,27451,Petrol,Semiautomatic,23240
SEAT Ateca,Seat,2020,1,2180,Diesel,Semiautomatic,26990
SEAT Ateca,Seat,2018,3,23958,Diesel,Manual,21490
SEAT Ateca,Seat,2017,4,26000,Diesel,Semiautomatic,22000
SEAT Ateca,Seat,2020,1,3006,Diesel,Semiautomatic,26990
SEAT Mii,Seat,2014,7,47480,Petrol,Manual,5499
SEAT Leon,Seat,2019,2,18763,Petrol,Semiautomatic,19990
SEAT Leon,Seat,2019,2,9172,Petrol,Semiautomatic,18990
SEAT Leon,Seat,2019,2,8207,Petrol,Semiautomatic,18990
SEAT Leon,Seat,2018,3,18039,Petrol,Manual,15290
SEAT Leon,Seat,2018,3,10635,Petrol,Semiautomatic,16990
SEAT Leon,Seat,2017,4,40938,Petrol,Manual,12490
SEAT Leon,Seat,2020,1,7898,Petrol,Semiautomatic,27990
SEAT Leon,Seat,2019,2,34136,Petrol,Manual,15690
SEAT Leon,Seat,2020,1,17041,Petrol,Manual,16995
SEAT Leon,Seat,2017,4,47609,Diesel,Manual,12990
SEAT Leon,Seat,2019,2,30926,Petrol,Semiautomatic,27980
SEAT Leon,Seat,2019,2,12389,Diesel,Manual,13480
SEAT Leon,Seat,2018,3,25000,Petrol,Manual,13340
SEAT Leon,Seat,2018,3,34296,Petrol,Manual,13490
SEAT Leon,Seat,2017,4,21249,Petrol,Manual,13980
SEAT Leon,Seat,2018,3,15000,Petrol,Manual,17190
SEAT Leon,Seat,2018,3,23160,Petrol,Semiautomatic,16490
SEAT Leon,Seat,2016,5,14571,Petrol,Manual,12495
SEAT Leon,Seat,2020,1,4518,Petrol,Manual,20290
Toyota Verso,Toyota,2015,6,24000,Diesel,Manual,11750
Skoda Karoq,Skoda,2018,3,27668,Petrol,Manual,23495
Skoda Karoq,Skoda,2018,3,30951,Petrol,Manual,15995
SEAT Arona,Seat,2018,3,22490,Petrol,Manual,14950
SEAT Leon,Seat,2020,1,3699,Petrol,Manual,21000
SEAT Ibiza,Seat,2018,3,28596,Petrol,Manual,12490
SEAT Ibiza,Seat,2020,1,9151,Petrol,Manual,14995
SEAT Ibiza,Seat,2014,7,82000,Petrol,Manual,5195
SEAT Ibiza,Seat,2019,2,6323,Petrol,Manual,12980
SEAT Ibiza,Seat,2018,3,29213,Petrol,Manual,10890
SEAT Ibiza,Seat,2017,4,27258,Petrol,Manual,8990
SEAT Ibiza,Seat,2018,3,14971,Petrol,Manual,9495
SEAT Ibiza,Seat,2016,5,31658,Petrol,Manual,7990
SEAT Alhambra,Seat,2017,4,35566,Diesel,Manual,20990
SEAT Alhambra,Seat,2017,4,30378,Diesel,Semiautomatic,20990
Renault Kadjar,Renault,2016,5,43000,Petrol,Manual,11490
Renault Kadjar,Renault,2017,4,12826,Diesel,Manual,14500
Renault Kadjar,Renault,2016,5,55505,Diesel,Manual,10988
Renault Kadjar,Renault,2017,4,24405,Diesel,Manual,12495
