name,manufacturer,year,age,mileage,engine,transmission,price
Ford Kuga,Ford,2019,2,32411,Diesel,Manual,16600
Ford Kuga,Ford,2019,2,10891,Diesel,Manual,21000
Ford Kuga,Ford,2018,3,29351,Diesel,Manual,17700
Ford Kuga,Ford,2018,3,30010,Diesel,Manual,15500
Ford Kuga,Ford,2017,4,39844,Diesel,Manual,14900
Ford Kuga,Ford,2019,2,32940,Diesel,Manual,17970
Ford Kuga,Ford,2019,2,7984,Diesel,Manual,25770
Ford Kuga,Ford,2019,2,1878,Petrol,Manual,23990
Ford Kuga,Ford,2019,2,7820,Petrol,Manual,22970
Ford Kuga,Ford,2018,3,10206,Diesel,Semiautomatic,24770
Ford Kuga,Ford,2018,3,15585,Diesel,Manual,15770
Ford Kuga,Ford,2018,3,41525,Petrol,Manual,17950
Ford Kuga,Ford,2017,4,24810,Petrol,Automatic,17770
Ford Kuga,Ford,2020,1,5094,Petrol,Manual,25995
Ford Kuga,Ford,2020,1,7542,Diesel,Manual,28750
Ford Kuga,Ford,2018,3,46136,Diesel,Semiautomatic,14990
Ford Kuga,Ford,2018,3,13309,Diesel,Manual,17850
Ford Kuga,Ford,2019,2,15700,Diesel,Manual,21465
Ford Kuga,Ford,2020,1,13089,Petrol,Manual,24260
Ford Kuga,Ford,2018,3,23443,Petrol,Manual,20867
Ford Kuga,Ford,2019,2,900,Petrol,Manual,21684
Ford Kuga,Ford,2020,1,4441,Petrol,Manual,27500
Ford Kuga,Ford,2019,2,4252,Petrol,Manual,22500
Ford Kuga,Ford,2018,3,9060,Petrol,Manual,22000
Ford Kuga,Ford,2018,3,20716,Petrol,Manual,21500
Ford Kuga,Ford,2018,3,21780,Petrol,Automatic,21500
Ford Kuga,Ford,2018,3,11974,Petrol,Automatic,22500
Ford Kuga,Ford,2018,3,32326,Petrol,Automatic,22300
Ford Kuga,Ford,2018,3,19149,Petrol,Manual,20895
Ford Kuga,Ford,2017,4,21720,Diesel,Manual,14290
Ford Kuga,Ford,2021,0,3363,Diesel,Manual,27500
Ford Kuga,Ford,2019,2,3229,Petrol,Manual,22800
Ford Kuga,Ford,2018,3,9681,Diesel,Semiautomatic,23500
Ford Kuga,Ford,2018,3,18959,Diesel,Manual,20300
Ford Kuga,Ford,2018,3,12306,Petrol,Manual,21500
Ford Kuga,Ford,2017,4,25707,Diesel,Manual,15500
Ford Kuga,Ford,2018,3,25290,Diesel,Manual,17999
Ford Transit Custom,Ford,2017,4,49652,Diesel,Automatic,22000
Ford Transit Courier,Ford,2019,2,18176,Diesel,Manual,13500
Ford Transit Custom,Ford,2016,5,75291,Diesel,Manual,15950
Ford Transit Custom,Ford,2017,4,28576,Diesel,Manual,21750
Ford Transit Custom,Ford,2021,0,891,Diesel,Manual,30000
Ford Transit Custom,Ford,2015,6,5984,Diesel,Manual,17500
Ford Transit Custom,Ford,2019,2,21122,Diesel,Manual,17500
Ford Transit Custom,Ford,2020,1,38448,Diesel,Manual,23500
Ford Transit,Ford,2021,0,176,Diesel,Manual,30000
Ford Transit Custom,Ford,2019,2,12180,Diesel,Automatic,24500
Ford Transit,Ford,2017,4,42517,Diesel,Manual,18000
Ford Transit Custom,Ford,2021,0,5000,Diesel,Manual,29999
Ford Transit Custom,Ford,2018,3,47578,Diesel,Manual,21795
Ford Transit Custom,Ford,2019,2,27029,Diesel,Manual,18000
Ford Transit Custom,Ford,2018,3,63422,Diesel,Manual,13000
Ford Transit Custom,Ford,2018,3,62353,Diesel,Manual,13000
Ford Transit Custom,Ford,2020,1,8362,Diesel,Manual,23500
Ford Transit,Ford,2020,1,13951,Diesel,Manual,24000
Ford Transit Custom,Ford,2020,1,11746,Diesel,Manual,23500
Ford Transit,Ford,2020,1,24263,Diesel,Manual,24500
Ford Transit Custom,Ford,2020,1,3583,Diesel,Manual,24000
Ford Transit,Ford,2019,2,17330,Diesel,Manual,21500
Ford Transit Custom,Ford,2017,4,20200,Diesel,Manual,17350
Ford Transit,Ford,2018,3,46847,Diesel,Manual,21000
Ford Transit Custom,Ford,2017,4,27641,Diesel,Manual,19000
Ford Transit,Ford,2018,3,45409,Diesel,Manual,17000
Ford Transit,Ford,2016,5,29056,Diesel,Manual,15000
Ford Transit Custom,Ford,2020,1,2999,Diesel,Manual,26000
Ford Transit Custom,Ford,2021,0,12110,Diesel,Manual,23500
Ford Transit Custom,Ford,2021,0,13071,Diesel,Manual,25500
Ford Transit,Ford,2020,1,18945,Diesel,Manual,26500
Ford Transit Custom,Ford,2020,1,10020,Diesel,Manual,23000
Ford Transit Courier,Ford,2019,2,15812,Diesel,Manual,13500
Ford Transit Custom,Ford,2014,7,65614,Diesel,Manual,12750
Ford Transit Courier,Ford,2020,1,2990,Petrol,Manual,15500
Ford Transit Courier,Ford,2019,2,18702,Diesel,Manual,13500
Ford Transit,Ford,2020,1,15685,Diesel,Manual,26500
Ford Transit,Ford,2020,1,10906,Diesel,Manual,26500
Ford Transit,Ford,2020,1,24834,Diesel,Manual,24000
Ford Transit Custom,Ford,2018,3,25270,Diesel,Manual,27000
Ford Transit,Ford,2020,1,26259,Diesel,Manual,24750
Ford Transit,Ford,2019,2,62268,Diesel,Manual,25000
Ford Transit,Ford,2018,3,44170,Diesel,Manual,17500
Ford Transit Custom,Ford,2021,0,2242,Diesel,Manual,23000
Ford Transit Custom,Ford,2021,0,11710,Diesel,Automatic,25000
Ford Transit,Ford,2018,3,37153,Diesel,Manual,19000
Ford Transit Custom,Ford,2020,1,10264,Diesel,Manual,23000
Ford Transit,Ford,2020,1,10729,Diesel,Manual,27000
Ford Transit Custom,Ford,2018,3,63903,Diesel,Manual,17750
Ford Transit,Ford,2015,6,68123,Diesel,Manual,14500
Ford Transit Custom,Ford,2021,0,10,Diesel,Manual,24400
Ford Transit Custom,Ford,2020,1,9465,Diesel,Manual,23000
Ford Transit Custom,Ford,2020,1,8254,Diesel,Manual,22000
Ford Transit,Ford,2020,1,17940,Diesel,Manual,27000
Ford Transit Custom,Ford,2020,1,10290,Diesel,Manual,22000
Ford Transit,Ford,2020,1,16193,Diesel,Manual,27000
Ford Transit Custom,Ford,2017,4,59926,Diesel,Manual,16000
Ford Transit,Ford,2020,1,12355,Diesel,Manual,30000
Ford Transit Courier,Ford,2016,5,59000,Diesel,Manual,8000
